CustomerID,Recency,Frequency,Monetary,Cluster,ClusterName
12753,23,6,21429.39,0,Regular Customers
12754,236,3,3010.74,0,Regular Customers
12755,281,11,5236.26,0,Regular Customers
12756,87,1,112.08,0,Regular Customers
12757,16,13,7834.650000000001,0,Regular Customers
12758,117,7,9903.24,0,Regular Customers
12759,52,8,5020.74,0,Regular Customers
12760,456,1,347.8,1,Dormant Customers
12761,458,2,782.95,1,Dormant Customers
12762,8,2,1898.52,0,Regular Customers
12763,138,2,494.08,0,Regular Customers
12764,317,1,1693.88,1,Dormant Customers
12765,472,6,1404.58,1,Dormant Customers
12766,4,9,8918.99,0,Regular Customers
12767,376,1,949.82,1,Dormant Customers
12768,451,1,168.69,1,Dormant Customers
12769,239,1,1143.6,0,Regular Customers
12770,211,2,3246.45,0,Regular Customers
12771,486,1,282.3,1,Dormant Customers
12772,60,1,892.47,0,Regular Customers
12773,564,1,124.25,1,Dormant Customers
12774,536,1,98.7,1,Dormant Customers
12775,17,7,1686.1200000000001,0,Regular Customers
12776,668,1,55.5,1,Dormant Customers
12777,458,1,519.45,1,Dormant Customers
12778,20,9,1775.68,0,Regular Customers
12779,38,14,6474.11,0,Regular Customers
12780,599,1,337.4,1,Dormant Customers
12781,64,2,826.74,0,Regular Customers
12782,5,11,4618.24,0,Regular Customers
12783,2,6,2225.91,0,Regular Customers
12784,9,3,1763.15,0,Regular Customers
12785,364,3,1100.4,1,Dormant Customers
12786,610,1,728.5000000000001,1,Dormant Customers
12787,10,4,862.1800000000001,0,Regular Customers
12788,463,4,444.90000000000003,1,Dormant Customers
12789,65,3,273.35,0,Regular Customers
12790,192,2,591.85,0,Regular Customers
12791,374,6,863.51,1,Dormant Customers
12792,257,2,827.01,0,Regular Customers
12793,335,3,885.53,1,Dormant Customers
12794,53,2,860.41,0,Regular Customers
12795,19,1,430.48,0,Regular Customers
12796,628,1,381.0,1,Dormant Customers
12797,366,2,552.08,1,Dormant Customers
12798,10,4,8510.93,0,Regular Customers
12799,529,1,219.35,1,Dormant Customers
12800,470,3,584.25,1,Dormant Customers
12801,501,1,1071.82,1,Dormant Customers
12802,187,7,2416.42,0,Regular Customers
12803,393,1,1092.81,1,Dormant Customers
12804,466,2,325.37,1,Dormant Customers
12805,382,4,1434.95,1,Dormant Customers
12806,435,4,2878.96,1,Dormant Customers
12807,383,1,330.35,1,Dormant Customers
12808,37,5,776.7,0,Regular Customers
12809,178,3,1755.94,0,Regular Customers
12810,535,2,534.99,1,Dormant Customers
12811,261,5,1033.9,0,Regular Customers
12812,45,1,229.64000000000001,0,Regular Customers
12813,502,3,1687.8,1,Dormant Customers
12814,102,1,125.92,0,Regular Customers
12815,148,2,1063.46,0,Regular Customers
12816,96,2,572.2,0,Regular Customers
12817,281,3,690.98,1,Dormant Customers
12818,262,1,1542.08,0,Regular Customers
12819,458,1,540.52,1,Dormant Customers
12820,3,11,2689.52,0,Regular Customers
12821,214,2,220.8,0,Regular Customers
12822,71,2,948.88,0,Regular Customers
12823,75,18,6501.5,0,Regular Customers
12824,60,1,397.12,0,Regular Customers
12825,521,2,518.63,1,Dormant Customers
12826,3,12,2800.75,0,Regular Customers
12827,6,3,430.15,0,Regular Customers
12828,3,6,1018.71,0,Regular Customers
12829,337,3,385.3,1,Dormant Customers
12830,38,6,6814.64,0,Regular Customers
12831,262,3,451.11,0,Regular Customers
12832,32,2,383.03000000000003,0,Regular Customers
12833,145,1,417.38,0,Regular Customers
12834,283,1,312.38,1,Dormant Customers
12835,428,41,5996.83,4,Loyal Premium Customers
12836,59,15,6559.7300000000005,0,Regular Customers
12837,173,2,662.66,0,Regular Customers
12838,34,10,2975.91,0,Regular Customers
12839,3,26,9669.12,4,Loyal Premium Customers
12840,144,7,4041.9700000000003,0,Regular Customers
12841,5,40,6958.2,4,Loyal Premium Customers
12842,70,4,1917.99,0,Regular Customers
12843,66,30,6583.36,4,Loyal Premium Customers
12844,29,4,648.6,0,Regular Customers
12845,267,4,354.09000000000003,0,Regular Customers
12846,682,1,15.58,1,Dormant Customers
12847,22,2,1609.0,0,Regular Customers
12848,676,1,208.0,1,Dormant Customers
12849,31,6,3042.4700000000003,0,Regular Customers
12850,446,1,330.0,1,Dormant Customers
12851,97,2,280.76,0,Regular Customers
12852,295,1,311.55,1,Dormant Customers
12853,135,11,3907.5,0,Regular Customers
12854,79,7,2970.9700000000003,0,Regular Customers
12855,373,4,612.84,1,Dormant Customers
12856,8,6,2170.78,0,Regular Customers
12857,211,6,3688.0,0,Regular Customers
12858,383,1,147.27,1,Dormant Customers
12859,459,1,575.1,1,Dormant Customers
12860,693,1,54.22,1,Dormant Customers
12861,620,1,68.25,1,Dormant Customers
12862,426,2,984.62,1,Dormant Customers
12863,52,6,2792.55,0,Regular Customers
12864,138,2,299.57,0,Regular Customers
12865,26,4,3323.4700000000003,0,Regular Customers
12866,283,3,1227.35,1,Dormant Customers
12867,26,13,7829.26,0,Regular Customers
12868,186,8,2043.76,0,Regular Customers
12869,682,1,337.66999999999996,1,Dormant Customers
12870,375,3,1676.95,1,Dormant Customers
12871,84,3,744.02,0,Regular Customers
12872,327,12,3283.96,1,Dormant Customers
12873,282,3,2027.3,1,Dormant Customers
12874,385,2,948.42,1,Dormant Customers
12875,143,5,1356.9900000000002,0,Regular Customers
12876,58,4,4081.79,0,Regular Customers
12877,4,20,2942.14,4,Loyal Premium Customers
12878,236,2,854.99,0,Regular Customers
12879,45,3,573.22,0,Regular Customers
12880,382,2,640.13,1,Dormant Customers
12881,276,1,298.0,1,Dormant Customers
12882,9,2,1463.04,0,Regular Customers
12883,25,4,703.47,0,Regular Customers
12884,88,1,309.05,0,Regular Customers
12885,63,3,1175.22,0,Regular Customers
12886,68,2,1378.4,0,Regular Customers
12887,384,1,222.4,1,Dormant Customers
12888,214,2,354.12,0,Regular Customers
12889,381,4,385.46000000000004,1,Dormant Customers
12890,24,2,706.02,0,Regular Customers
12891,186,11,840.5,0,Regular Customers
12892,397,1,263.38,1,Dormant Customers
12893,31,1,176.55,0,Regular Customers
12894,575,1,157.35,1,Dormant Customers
12895,42,2,372.8,0,Regular Customers
12897,205,4,514.25,0,Regular Customers
12898,464,2,296.21,1,Dormant Customers
12899,414,1,366.4,1,Dormant Customers
12900,422,1,340.33000000000004,1,Dormant Customers
12901,9,28,17654.54,4,Loyal Premium Customers
12902,265,1,138.68,0,Regular Customers
12903,429,1,833.5300000000001,1,Dormant Customers
12904,18,2,496.06,0,Regular Customers
12905,577,2,1018.42,1,Dormant Customers
12906,12,5,2919.81,0,Regular Customers
12907,396,2,508.91,1,Dormant Customers
12908,176,5,1776.0,0,Regular Customers
12909,40,8,3103.19,0,Regular Customers
12910,23,13,5796.52,0,Regular Customers
12911,552,1,1651.72,1,Dormant Customers
12912,3,5,1662.3,0,Regular Customers
12913,5,13,6283.24,0,Regular Customers
12914,401,1,223.98,1,Dormant Customers
12915,149,4,975.1,0,Regular Customers
12916,139,7,4479.73,0,Regular Customers
12917,128,6,4359.2,0,Regular Customers
12918,626,1,10953.5,1,Dormant Customers
12919,8,6,1335.19,0,Regular Customers
12920,17,4,486.64,0,Regular Customers
12921,9,74,35233.24,4,Loyal Premium Customers
12922,161,1,405.38,0,Regular Customers
12923,64,3,770.42,0,Regular Customers
12924,88,12,2469.4,0,Regular Customers
12925,5,3,729.33,0,Regular Customers
12926,411,4,1523.97,1,Dormant Customers
12927,395,1,197.31,1,Dormant Customers
12928,35,12,4304.89,0,Regular Customers
12929,312,1,117.85,1,Dormant Customers
12930,78,2,415.8,0,Regular Customers
12931,22,57,92347.34,3,High-Value Loyal Customers
12932,539,8,1698.56,1,Dormant Customers
12933,24,8,1636.63,0,Regular Customers
12934,737,1,181.65,1,Dormant Customers
12935,2,15,4243.86,0,Regular Customers
12936,17,4,1063.9,0,Regular Customers
12937,15,9,3097.61,0,Regular Customers
12938,26,1,114.14,0,Regular Customers
12939,64,20,25264.8,4,Loyal Premium Customers
12940,55,2,899.69,0,Regular Customers
12941,724,1,377.49,1,Dormant Customers
12942,131,3,675.6,0,Regular Customers
12943,558,2,496.5,1,Dormant Customers
12944,36,2,604.51,0,Regular Customers
12945,288,2,900.11,1,Dormant Customers
12946,437,1,324.45,1,Dormant Customers
12947,144,6,1603.99,0,Regular Customers
12948,16,9,2317.43,0,Regular Customers
12949,31,22,15526.7,4,Loyal Premium Customers
12950,2,3,1843.0,0,Regular Customers
12951,9,15,3213.7200000000003,0,Regular Customers
12952,6,4,1387.79,0,Regular Customers
12953,10,2,828.8100000000001,0,Regular Customers
12954,639,1,162.45,1,Dormant Customers
12955,1,11,4757.16,0,Regular Customers
12956,306,4,521.89,1,Dormant Customers
12957,10,13,8706.97,0,Regular Customers
12958,400,2,467.34,1,Dormant Customers
12959,484,1,150.95,1,Dormant Customers
12960,414,4,1322.0700000000002,1,Dormant Customers
12961,379,1,211.99,1,Dormant Customers
12962,7,2,266.39,0,Regular Customers
12963,8,12,3235.79,0,Regular Customers
12964,437,1,132.24,1,Dormant Customers
12965,89,1,769.8100000000001,0,Regular Customers
12966,10,1,160.18,0,Regular Customers
12967,358,3,2938.52,1,Dormant Customers
12968,112,1,135.95,0,Regular Customers
12969,603,1,122.45,1,Dormant Customers
12970,7,10,1453.6,0,Regular Customers
12971,4,116,15704.6,3,High-Value Loyal Customers
12972,414,4,1161.2,1,Dormant Customers
12973,414,1,385.55,1,Dormant Customers
12974,198,2,408.95,0,Regular Customers
12975,437,6,2100.09,1,Dormant Customers
12976,212,8,3156.38,0,Regular Customers
12977,156,4,513.88,0,Regular Customers
12978,385,5,2502.82,1,Dormant Customers
12979,729,1,517.7,1,Dormant Customers
12980,158,21,16245.78,4,Loyal Premium Customers
12981,30,2,372.21999999999997,0,Regular Customers
12982,243,8,2744.81,0,Regular Customers
12983,598,1,490.08,1,Dormant Customers
12984,19,1,97.5,0,Regular Customers
12985,1,2,1239.38,0,Regular Customers
12986,429,10,2729.84,1,Dormant Customers
12987,74,5,1312.21,0,Regular Customers
12988,292,1,505.82,1,Dormant Customers
12989,3,33,13551.75,4,Loyal Premium Customers
12990,31,7,955.5,0,Regular Customers
12991,23,3,764.82,0,Regular Customers
12992,725,1,93.35,1,Dormant Customers
12993,23,8,1259.63,0,Regular Customers
12994,4,3,974.42,0,Regular Customers
12995,85,1,211.32,0,Regular Customers
